54332020097905,ABRIR AM ,MEDIDOR - ENCONTRADO,MEDIDOR - INSTALADO,CHAVE DE AFERIÇÃO ENCONTRADA,CHAVE DE AFERIÇÃO INSTALADA,TC´S ENCONTRADO,TC´S INSTALADOS,TROCA DA CAIXA ,POLO,EQUIPE,DATA DO SERVIÇO,HORÁRIO INÍCIO,HORÁRIO FIM,OBSERVAÇÃO,COLABORADORA (BAIXA),DATA DA BAIXA,NOTA,AM/REMANEJO,ANEXO,OBS,FAIXA
2000476198,415,31110111757,34100003912,55090805492,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB715,18/04/2024,14:00,15:00,"MEDIDOR COM LEITURA, PORÉM CIRCUITO COM EMPRESAS GRANDES COM ENERGIA SOLAR, FASE (B E C) COM SINAL DE MONO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR QUE REGISTRA A ENERGIA SOLAR.",ERIKA,22/04/2024,1102560852,,SIM,,
2000444986,B7196,31110090741,34100003793,S/CHAVE,55090804221,SIM,NÃO,NÃO,MARABÁ,MAB715,18/04/2024,16:27,17:30,"MEDIÇÃO COM BASTANTE PERDA, CIRCUITO COM MUITA ENERGIA SOLAR . FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR",ERIKA,26/04/2024,1102757833,1102530277,SIM,,
2000591315,BU416,32020028768,34100003173,55120800329,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,18/04/2024,17:27,17:55,MEDIDOR COM DISPLAY QUEIMADO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,19/04/2024,1102550417,,SIM,,
2000591759,523,32020024096,34100003203,55120800278,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,18/04/2024,16:55,17:25,MEDIDOR COM DISPLAY QUEIMADO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,19/04/2024,1102550741,,SIM,,
2000606832,JJ952,32020032030,34100003157,55120800650,55120807858,SIM,NÃO,NÃO,REDENÇÃO,RED710,18/04/2024,14:40,16:33,"INSTALAÇÃO COM CAIXA E CHAVE QUEBRADAS, MEDIDOR COM DISPLAY APAGADO. INSTALAÇÃO FOI NORMALIZADA COM SUBSTITUIÇÃO DA CAIXA, CHAVE E MEDIDOR",ERIKA,19/04/2024,1102551633,,SIM,,
2000515396,S/PLACA,31110091764,34100004340,S/CHAVE,55090803797,SIM,NÃO,NÃO,MARABÁ,MAB701,19/04/2024,16:01,17:48,MEDIDOR SE ENCONTRA EM CAMPO COM MANCHA E COM VISOR APAGANDO. FOI NORMALIZADO COM A SUBSTIUIÇÃO DO MEDIDOR.,ERIKA,26/04/2024,1102791415,1102654342,SIM,,
2000455588,S/PLACA,31110095476,34100003629,S/CHAVE,55120807675,SIM,NÃO,NÃO,MARABÁ,MAB701,19/04/2024,14:30,15:50,MEDIÇÃO SEM CHAVE DE AFERIÇÃO. FOI NORMALIZADO COM A INSTALAÇÃO DA CHAVE E SUBSTITUIÇÃO DO MD,ERIKA,24/04/2024,1102752506,,SIM,,
2000431689,CB108,31110083974,34100003602,S/CHAVE,55090802997,SIM,NÃO,NÃO,MARABÁ,MAB701,19/04/2024,10:06,11:40,MEDIDOR SE ENCONTRA EM CAMPO SEM JANELA CINCO-CINCO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,26/04/2024,1102831529,1102654342,SIM,,
2000441821,9080,34050011358,SEM TROCA,S/CHAVE,55090804567,SIM,NÃO,NÃO,MARABÁ,MAB701,19/04/2024,08:20,09:33,MEDIDOR COM TAMPA EMBAÇADA. FOI NORMALIZADO COM FURO NA TAMPA.,ERIKA,26/04/2024,1102831679,1102654342,SIM,,
2000443502,S/PLACA,31110090652,34100003750,S/CHAVE,55090804842,SIM,NÃO,NÃO,MARABÁ,MAB715,19/04/2024,09:20,10:20,MEDIDOR COM PERDA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,26/04/2024,1102834665,1102641471,SIM,,
2000437454,419,31110091888,34100003777,S/CHAVE,55090804661,SIM,NÃO,NÃO,MARABÁ,MAB715,19/04/2024,10:22,10:50,MEDIDOR COM A LEITURA ESCURA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR .,ERIKA,26/04/2024,1102835310,1102641471,SIM,,
2000444984,BD984,31110092965,34100004153,S/CHAVE,55090804888,SIM,NÃO,NÃO,MARABÁ,MAB715,19/04/2024,13:00,14:00,"MEDIDOR COM PEQUENA MANCHA NO VISOR , CAIXA DANIFICAA. NORMALIZADO COM SUBSTITUIÇÃO DO MS E TROCA DA CAIXA.",ERIKA,26/04/2024,1102835731,1102641471,SIM,,
2000463186,789,32020013337,SEM TROCA,S/CHAVE,55120809514,SIM,NÃO,NÃO,MARABÁ,MAB715,19/04/2024,14:30,15:30,MEDIÇÃO COM CAIXA DANIFICADA E SEM CHAVE DE AFERIÇÃO. FOI NORMALIZADO COM A INSTALAÇÃO DA CHAVE DE SUBSTITUIÇAÕ DA CAIXA.,ERIKA,24/04/2024,1102753735,,SIM,,
2000591606,BT396,32020023693,SEM TROCA,55120800280,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,19/04/2024,16:16,17:18,INSTALAÇÃO COM A CAIXA QUEBRADA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DA CAIXA.,ERIKA,23/04/2024,1102706205,,SIM,,
2000594778,IF987,32020033133,SEM TROCA,55120800088,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,19/04/2024,14:21,15:30,INSTALAÇÃO COM A CAIXA QUEBRADA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DA CAIXA.,ERIKA,23/04/2024,1102706552,,SIM,,
2000441217,S/PLACA,31110094380,34100003572,S/CHAVE,55090803113,SIM,NÃO,NÃO,MARABÁ,MAB715,20/04/2024,10:30,11:36,MEDIDOR E CAIXA CARBONIZADOS. FOI NORMALIZADO COM A SUBSTITUIÇÃO DA CAIXA E MEDIDOR,ERIKA,06/05/2024,1102836237,1102641471,SIM,,
2000480548,S/PLACA,31110096260,34100003572,55090805498,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB715,20/04/2024,17:06,17:50,MEDIDOR SE ENCONTRA EM CAMPO SEM A JANELA CINCO-CINCO . FOI NORMALIZADO COM A SUBSTIUIÇÃO DO MEDIDOR .,ERIKA,24/04/2024,,,,,
2000443771,S/PLACA,31110093805,34100004102,S/CHAVE,55090804183,SIM,NÃO,NÃO,MARABÁ,MAB715,20/04/2024,12:00,13:00,"MEDIDOR COM VISOR ESCURO,CAIXA DANIFICADA . FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA E INSTALAÇÃO DA CAIXA.",ERIKA,26/04/2024,1102837066,1102641471,SIM,,
2000447292,BT715,32020098146,34100003033,S/CHAVE,55090804758,SIM,NÃO,NÃO,MARABÁ,MAB701,20/04/2024,08:10,09:00,"MEDIDOR SE ENCONTRA EM CAMPO DESPROGRAMADO, LEITURA 3 NÃO APARECE. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR.",ERIKA,26/04/2024,1102831808,1102654342,SIM,,
2000455612,S/PLACA,31110099226,34100003050,S/CHAVE,55120807668,SIM,NÃO,NÃO,MARABÁ,MAB701,20/04/2024,10:15,11:29,MEDIDOR SE ENCONTRA EM CAMPO SEM CHAVE DE AFERIÇÃO. FOI NORMALIZADO COM A INSTALÇÃO DA CHAVE E ATUALIZAÇÃO DO MEDIDOR.,ERIKA,24/04/2024,1102752589,,SIM,,
2000455618,S/PLACA,31110097304,34100003076,S/CHAVE,55120807676,SIM,NÃO,NÃO,MARABÁ,MAB701,20/04/2024,12:05,13:35,"MEDIDOR SE ENCONTRA EM CAMPO COM VISOR APAGANDO, COM MANCHA .E SEM CHAVE DE AFERIÇÃO. FOI NORMALIZDAO COM A SUBSTITUIÇÃO DO MEDIDOR E INSTALAÇÃO DA CHAVE.",ERIKA,24/04/2024,1102752725,,SIM,,
2000435717,S/PLACA,34050009329,34100004307,S/CHAVE,55090803002,SIM,NÃO,NÃO,MARABÁ,MAB701,20/04/2024,16:10,17:28,MEDIDOR SE ENCONTRA EM CAMPO COM VISOR QUEIMADO E UMA FASE FORA . FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR E CONEXÃO DA FASE.,ERIKA,30/04/2024,1103015432,1102710936,,,
2000434383,S/PLACA,31110087600,34100003084,S/CHAVE,55090804927,SIM,NÃO,NÃO,MARABÁ,MAB701,20/04/2024,14:30,15:50,MEDIDOR SE ENCONTRA EM CAMPO COM VISOR QUEIMADO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,30/04/2024,1103014388,1102710936,,,
2000439100,S/PLACA,34050001387,34100003580,S/CHAVE,55090804527,SIM,NÃO,NÃO,MARABÁ,MAB701,20/04/2024,10:40,11:58,MEDIDOR SE ENCONTRA EM CAMPO COM VISOR QUEIMADO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,30/04/2024,1103014917,1102710936,,,
2000498190,S/PLACA,31110110025,34100002576,55090805481,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,20/04/2024,09:16,10:18,MEDIDOR COM DISPLAY DANIFICADO E COM MANCHA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102701909,,SIM,,
2000506476,S/PLACA,31110100690,34100002592,55090806687,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,20/04/2024,10:27,11:05,MEDIDOR COM DISPLAY DANIFICADO E COM MANCHA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102702015,,SIM,,
2000469359,S/PLACA,31110072980,34100002584,S/CHAVE,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,20/04/2024,14:00,14:58,MEDIDOR COM DISPLAY DANIFICADO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1074324831,,SIM,,
2000476060,S/PLACA,31110060699,34100002568,S/CHAVE,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,20/04/2024,15:00,15:50,MEDIDOR COM DISPLAY APAGADO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102702255,,SIM,,
2000477210,S/PLACA,31110113369,34100002541,S/CHAVE,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,20/04/2024,16:14,16:55,MEDIDOR COM DISPLAY APAGADO DEIXANDO DE REGISTRAR A ENERGIA CONSUMIDA . FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102702398,,SIM,,
2000487496,S/PLACA,31110110475,34100002550,55090805700,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,20/04/2024,17:00,17:29,MEDIDOR COM DISPLAY DANIFICADO E COM MANCHA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102702629,,SIM,,
2000592702,GQ052,32020026889,34100003165,55120800131,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,20/04/2024,08:11,10:30,INSTALAÇÃO COM A CAIXA QUEBRADA E MEDIDOR DANIFICADO. FOI NORMALIZADO COM A TROCA DA CAIXA E SUBSTITUIÇÃO DO MEDIDOR.,ERIKA,23/04/2024,1070440846,,SIM,,
2000593265,GQ053,32020026080,SEM TROCA,55120800055,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,20/04/2024,11:22,11:55,INSTALAÇÃO COM A CORRENTE DOS TC'S DESACLOPADA (FIO SOLTO). FOI NORMALIZADO COM A REGULARIZAÇÃO DO TC.,ERIKA,23/04/2024,1102720127,,SIM,,
2000506429,IF719,31110105668,34100003521,55090806910,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,22/04/2024,09:55,10:50,"MEDIDOR DANIFICADO,BORNE COM MAL CONTATO E MANCHA NO DISPLAY. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR .",ERIKA,24/04/2024,1102702778,,SIM,,
2000476989,IF869,31110111030,34100003513,55090805907,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,22/04/2024,10:58,11:20,MEDIDOR COM DISPLAY APAGADO . FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1065814496,,SIM,,
2000484480,S/PLACA,31110110629,34100003548,55090805514,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,22/04/2024,11:27,12:00,MEDIDOR COM DISPLAY APAGADO DEIXANDO DE REGISTRAR A ENERGIA CONSUMIDA . FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102703043,,SIM,,
2000482092,S/PLACA,31110107075,34100003530,55090805623,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,22/04/2024,15:16,15:43,MEDIDOR COM DISPLAY APAGADO . FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102703109,"CHAVE DE AFRIÇÃO INSTALADA ERRADA ESTA EM ESTOQUE N504, ALTERAR ESTOQUE PARA INSTALAR CORRETAMENTE.",SIM,,
2000483779,S/PLACA,31110098670,34100003564,55090805042,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,22/04/2024,15:56,16:27,MEDIDOR COM DISPLAY DANIFICADO E COM MANCHA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,24/04/2024,1102703365,,SIM,,
2000481290,S/PLACA,31110107334,34100004048,55090805810,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,22/04/2024,16:48,17:30,MEDIDOR COM DISPLAY APAGADO . FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102704397,,SIM,,
2000448878,BT910,34100000891,SEM TROCA,S/CHAVE,55120807673,SIM,NÃO,NÃO,MARABÁ,MAB701,22/04/2024,16:20,17:15,MEDIDOR SE ENCONTRA SEM CHAVE DE AFERIÇÃO E COM CAIXA DANIFICADA. FOI NORMALIZADO COM A INSTALAÇÃO DA CHAVE E TROCA DA CAIXA.,ERIKA,24/04/2024,1102752811,,SIM,,
2000431802,BS571,32020098219,SEM TROCA,55090815315,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB701,22/04/2024,14:45,15:50,MEDIDOR SE ENCONTRA EM CAMPO COM FASE C DESCONECTADA DA REDE. FOI NORMALIZADO COM A REGULARIZAÇÃO DA LIGAÇÃO.,ERIKA,23/04/2024,1102713924,,SIM,,
2000441306,11548,31110091055,34100004323,S/CHAVE,55090804794,SIM,NÃO,NÃO,MARABÁ,MAB701,22/04/2024,10:30,11:45,MEDIDOR SE ENCONTRA EM CAMPO SEM JANELA CINCO-CINCO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,30/04/2024,1103012867,1102710936,sim,,
2000443370,515,31110092566,34100003610,S/CHAVE,55090804164,SIM,NÃO,NÃO,MARABÁ,MAB701,22/04/2024,09:15,10:05,MEDIDOR SE ENCONTRA EM CAMPO COM VISOR APAGANDO E COM MANCHA . FOI NORMALIZDAO COM A SUBSTITUIÇÃO DO MEDIDOR.,ERIKA,30/04/2024,1103013580,1102710936,sim,,
2000443745,S/PLACA,31110090679,34100002975,S/CHAVE,55090804440,SIM,NÃO,NÃO,MARABÁ,MAB715,22/04/2024,08:00,08:50,MEDIDOR COM DEFEITO SEM LEITURA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR.,ERIKA,30/04/2024,1103018243,1102713451,SIM,,
2000436565,S/PLACA,31110092434,34100003688,S/CHAVE,55090804228,SIM,NÃO,NÃO,MARABÁ,MAB715,22/04/2024,10:39,11:30,MEDIDOR COM MANCHA NO VISOR FOI NORMALIZADO COM A SUBSTIUTIÇÃO DO MEDIDOR E FURO NA TAMPA,ERIKA,30/04/2024,1103018882,1102713451,SIM,,
2000439045,S/PLACA,31110088607,34100002681,S/CHAVE,55090804530,SIM,NÃO,NÃO,MARABÁ,MAB715,22/04/2024,14:00,15:00,"CIRCUITO COM MUITA ENERGIA SOLAR, FASE C QUE É FASE 3 NO MEDIDOR NEGATIVO , NÃO REGISTRANDO DE FORMA CORRETA A LEITURA . FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR E FURO NA TAMPA.",ERIKA,30/04/2024,1103019466,1102713451,SIM,,
2000437887,S/PLACA,34050008446,SEM TROCA,S/CHAVE,55090804941,SIM,NÃO,NÃO,MARABÁ,MAB715,22/04/2024,16:59,17:27,CAIXA DANIFICADA SEM CONSERVAÇÃO DO MEDIDOR. FOI NORMALIZADO COM A TROCA DA CAIXA.,ERIKA,30/04/2024,1103020151,1102713451,SIM,,
2000592664,HH194,32020026846,SEM TROCA,55120800441,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,22/04/2024,15:32,16:00,INSTALAÇÃO COM CAIXA QUEBRADA. FOI NORMALIZADO COM A TROCA DA CAIXA.,ERIKA,24/04/2024,1102754187,,SIM,,
2000607540,JJ397,32020032145,SEM TROCA,55090810382,55120807866,SIM,NÃO,NÃO,REDENÇÃO,RED710,22/04/2024,11:10,12:39,"INSTALAÇÃO COM CAIXA QUEBRADA, E CHAVE DANIFICADA. FOI NORMALIZADO COM A TROCA DA CAIXA E DA CHAVE.",ERIKA,24/04/2024,1102754745,,SIM,,
2000476987,S/PLACA,31110102561,34100004021,55090805735,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,23/04/2024,10:40,11:32,ATUALIZAÇÃO TECNOLOGICA . MEDIDOR COM FALTA DE TENSÃO. FOI NORMALIZADO COM A SUBTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102720710,,SIM,,
2000491060,GH219,31110098904,34100004013,55090805517,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,23/04/2024,14:17,15:16,"MEDIDOR COM MANCHA NO DISPLAY,SEM REGISTRAR. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR",ERIKA,23/04/2024,1102720773,,SIM,,
2000479183,BW689,31110109434,34100004030,S/CHAVE,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,23/04/2024,15:33,15:59,ATUALIZAÇÃO TECNOLOGICA . A INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,23/04/2024,1102720873,,SIM,,
2000479904,S/PLACA,31110098530,34100004005,55090805880,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,23/04/2024,16:20,17:30,"ATUALIZAÇÃO TECNOLOGICA. MEDIDOR COM MANCHA NO DISPLAY,SEM REGISTRAR. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR",ERIKA,23/04/2024,1102720919,,SIM,,
2000528572,S/PLACA,34100000107,SEM TROCA,S/CHAVE,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB715,23/04/2024,09:00,12:00,"FECHAMENTO DOS TCS , ENVESTIDO NEUTRO. FOI NORMALIZADO COM O PADRÃO DE ENTRADA S1 E SAIDA S2",ERIKA,23/04/2024,1102754921,,SIM,,
2000433490,S/PLACA,31110090253,34100004129,S/CHAVE,55090804743,SIM,NÃO,NÃO,MARABÁ,MAB715,23/04/2024,12:59,13:28,MEDIDOR COM DEFEITO CAIXA SEM TAMPA . FOI NORMALIZDAO COM A SUBSTITUIÇÃO DO MEDIDOR E UMA TAMPA SEMI NOVA,ERIKA,06/05/2024,1103020440,1102755299,SIM,,
2000443728,BY349,31110093244,34100004331,S/CHAVE,55090804820,SIM,NÃO,NÃO,MARABÁ,MAB701,23/04/2024,08:35,09:20,MEDIDOR SE ENCONTRA EM CAMPO SEM JANELA CINCO-CINCO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,30/04/2024,1103016835,1102755960,,,
2000436808,HH576,31110091934,34100003718,S/CHAVE,55090804525,SIM,NÃO,NÃO,MARABÁ,MAB701,23/04/2024,09:45,10:30,MEDIDOR SE ENCONTRA EM CAMPO COM VISOR APAGADO E MANCHADO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEIDIDOR,ERIKA,30/04/2024,1103043100,1102755960,,,
2000447294,S/PLACA,31110090970,34100003726,S/CHAVE,55090804456,SIM,NÃO,NÃO,MARABÁ,MAB701,23/04/2024,11:25,12:05,MEDIDOR SE ENCONTRA EM CAMPO SEM JANELA CINCO-CINCO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,30/04/2024,1103016377,1102755960,,,
2000443531,S/PLACA,32020097654,SEM TROCA,S/CHAVE,55090803001,SIM,NÃO,NÃO,MARABÁ,MAB701,23/04/2024,12:40,13:25,MEDIDOR SE ENCONTRA EM CAMPO COM FASE C DESCONECTADA DO BORNE DO MEDIDOR . FOI NORMALIZADO COM A REGULARIZAÇÃO DA LIGAÇÃO.,ERIKA,30/04/2024,1103016237,1102755960,,,
2000606539,IF441,NÃO,34100003181,S/CHAVE,55120807861,SIM,NÃO,SIM,REDENÇÃO,RED710,23/04/2024,08:47,11:52,"INSTALAÇÃO COMPLETA, COM CAIXA , MEDIDOR, CHAVE E CABO",ERIKA,24/04/2024,1072795755,,SIM,,
2000590247,S/PLACA,32020026684,SEM TROCA,55120800382,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,23/04/2024,15:26,16:30,INSTALAÇÃO COM CAIXA QUEBRADA. FOI NORMALIZADO COM A TROCA DA CAIXA.,ERIKA,26/04/2024,1102839678,,SIM,,
2000445218,S/PLACA,32020033150,SEM TROCA,S/CHAVE,55090804611,SIM,NÃO,NÃO,MARABÁ,MAB701,24/04/2024,16:25,17:30,MEDIDOR SE ENCONTRA EM CAMPO COM TAMPA EMBAÇADA.FOI NORMALIZADO COM FURO NA TAMPA.,ERIKA,30/04/2024,1103016122,1102783894,,,
2000442990,665,31110090636,34100003734,S/CHAVE,55090804208,SIM,NÃO,NÃO,MARABÁ,MAB701,24/04/2024,15:10,16:05,MEDIDOR SE ENCONTRA EM CAMPO SEM JANELA CINCO-CINCO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,30/04/2024,1103016173,1102783894,,,
2000434569,GP123,31110094410,34100003696,S/CHAVE,55090802930,SIM,NÃO,NÃO,MARABÁ,MAB701,24/04/2024,10:09,11:05,MEDIDOR SE ENCONTRA EM CAMPO COM MANCHA NO VISOR E APAGANDO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR.,ERIKA,08/05/2024,1103015899,,,,
2000470062,BU188,31110091098,34100003700,S/CHAVE,55120807674,SIM,NÃO,NÃO,MARABÁ,MAB701,24/04/2024,08:59,09:05,MEDIDOR SE ENCONTRA EM CAMPO COM VISOR APAGANDO E SEM CHAVE DE AFERIÇÃO . FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR E INSTALAÇÃO DA CAHVE.,ERIKA,30/04/2024,1103015977,,,,
2000590230,OF284,NÃO,34100002444,S/CHAVE,55120807857,SIM,NÃO,SIM,REDENÇÃO,RED710,24/04/2024,08:25,10:38,"REFORMA COMPLETA. INSTALAÇÃO FOI NORMALIZADA COM A INSTALAÇÃO DA CAIXA , MEDIDOR E CHAVE DE AFERIÇÃO",ERIKA,25/04/2024,1102784505,,SIM,,
2000590301,GO291,32020028040,34100003190,55120800474,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,24/04/2024,15:00,16:22,"MEDIDOR COM VISOR QUEIMADO, CAIXA QUEBRADA.FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR E DA CAIXA.",ERIKA,25/04/2024,1066857720,,SIM,,
2000590341,BR915,32020022956,34100002479,55090805552,55120807865,SIM,NÃO,NÃO,REDENÇÃO,RED710,24/04/2024,16:35,17:37,"REFORMA COMPLETA. INSTALAÇÃO FOI NORMALIZADA COM A INSTALAÇÃO DA CAIXA , MEDIDOR E CHAVE DE AFERIÇÃO",ERIKA,25/04/2024,1102785148,,SIM,,
2000607459,IF343,32020032102,SEM TROCA,55120800641,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,24/04/2024,10:46,11:43,INSTALAÇÃO COM IMPEDIMENTO DA LEITURA( MATAGAL). FOI NORMALIZADO COM A ROÇA.,ERIKA,25/04/2024,1102785336,,SIM,,
2000444325,BR406,31110092655,34100002371,S/CHAVE,55090804711,SIM,NÃO,NÃO,MARABÁ,MAB715,24/04/2024,10:00,10:58,"MEDIDOR COM VISOR ESCURO, SEM REGISTRAR CORRETAMENTE A LEITURA. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR E TAMPA.",ERIKA,30/04/2024,,1102785795,,,
2000437376,GO379,31110095034,34100002380,S/CHAVE,55090804338,SIM,NÃO,NÃO,MARABÁ,MAB715,24/04/2024,14:00,14:59,MEDIÇÃO COM ALTURA DESPROPORCIONAL. FOI NORMALIZADO COM A ATUALIZAÇÃO DO MEDIDOR E FURO NA TAMPA,ERIKA,30/04/2024,,1102785795,,,
2000444082,HF771,31110091047,34100002711,S/CHAVE,55090804797,SIM,NÃO,NÃO,MARABÁ,MAB715,24/04/2024,15:00,15:59,MEDIDOR COM VISOR ESCURO.FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,06/05/2024,1103043771,1102785795,,,
2000444410,S/PLACA,31110093317,34100003904,S/CHAVE,55090804828,SIM,NÃO,NÃO,MARABÁ,MAB715,24/04/2024,16:59,17:58,"MEDIDOR COM MANCHA NO VISOR, SEM LEITURA.FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR E FURO NA TAMPA",ERIKA,06/05/2024,1103043814,1102785795,SIM,,
2000431037,S/PLACA,31110094933,34100003742,S/CHAVE,55090804663,SIM,NÃO,NÃO,MARABÁ,MAB701,25/04/2024,16:35,17:40,MEDIDOR SE ENCONTRA EM CAMPO DESPROGRAMADO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MD,ERIKA,30/04/2024,1103015658,1102827081,,,
2000436253,S/PLACA,31110106451,34100003246,S/CHAVE,55090803104,SIM,NÃO,NÃO,MARABÁ,MAB701,25/04/2024,15:05,16:10,MEDIDOR SE ENCONTRA EM CAMPO SEM JANELA CINCO-CINCO. FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR,ERIKA,30/04/2024,1103015818,1102827081,,,
2000449821,CB101,31110090490,34100003254,S/CHAVE,55090804821,SIM,NÃO,NÃO,MARABÁ,MAB701,25/04/2024,10:40,11:25,"MEDIDOR COM MANCHA NO VISOR, APAGANDO.FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MEDIDOR E FURO NA TAMPA",ERIKA,30/04/2024,1103015569,1102827081,,,
2000609969,IF891,32020031050,SEM TROCA,55090810386,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,25/04/2024,17:00,18:01,INSTALAÇÃO COM FIOS DESCONECTADOS. FOI NORMALIZADO COM A LIGAÇÃO DOS FIOS NA BT,ERIKA,26/04/2024,1102827895,,SIM,,
2000591384,S/PLACA,32020027532,SEM TROCA,55120800042,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,25/04/2022,09:04,11:38,INSTALAÇÃO SEM CABO . FOI NORMALIZADO COM A IMPLANTAÇÃO DO CABO,ERIKA,26/04/2024,1102830602,,SIM,,
